"workerid","time"
0,1.8712
1,1.7852
2,2.28955
3,3.62038333333333
4,3.43431666666667
5,1.1642
6,2.51636666666667
7,2.04996666666667
8,1.65273333333333
9,1.28535
10,3.2271
11,3.63236666666667
12,1.36266666666667
13,6.69178333333333
14,4.52345
15,15.7310166666667
16,2.5359
17,8.376
18,2.99483333333333
19,2.55641666666667
20,7.15801666666667
21,8.43073333333333
22,11.34205
23,11.658
24,2.30586666666667
25,3.829
26,3.89406666666667
27,1.84386666666667
28,2.30625
29,2.60668333333333
30,3.12593333333333
31,3.11448333333333
32,4.519
33,5.836
34,6.00566666666667
35,3.48951666666667
36,1.4883
37,1.74263333333333
38,1.63641666666667
39,3.0765
40,2.96988333333333
41,2.00601666666667
42,4.83555
43,2.67553333333333
44,3.7723
45,0.9328
46,1.45021666666667
47,2.338
48,1.0521
49,4.63721666666667
50,2.30581666666667
51,2.53505
52,2.57311666666667
53,2.21255
