"workerid","time"
0,3.02573333333333
1,3.78608333333333
2,2.60518333333333
3,4.40121666666667
4,4.672
5,5.3438
6,2.38173333333333
7,1.65458333333333
8,3.50623333333333
9,0.97515
10,1.25323333333333
11,1.60028333333333
12,2.06276666666667
13,2.3531
14,2.17268333333333
15,2.73551666666667
16,3.30893333333333
17,4.77711666666667
18,2.00161666666667
19,1.97138333333333
20,2.15525
21,2.84653333333333
22,3.0892
23,4.0129
24,1.25296666666667
25,3.45683333333333
26,6.08611666666667
27,2.57015
28,2.55406666666667
29,2.66821666666667
30,2.60735
31,2.52996666666667
32,0.681066666666667
33,3.67568333333333
34,5.68051666666667
35,2.23315
36,1.67961666666667
37,2.02586666666667
38,2.5415
39,1.31278333333333
40,3.13511666666667
41,4.01986666666667
42,5.40028333333333
43,3.12316666666667
44,2.02738333333333
45,1.21485
46,2.47565
47,1.4932
48,1.862
49,2.96061666666667
50,3.21575
51,1.12725
52,6.38321666666667
53,3.05418333333333
54,1.40096666666667
55,1.6838
56,2.1943
57,1.36265
58,2.3709
59,3.49268333333333
60,3.73776666666667
61,1.28906666666667
62,2.11001666666667
63,1.10891666666667
64,1.83533333333333
65,1.48646666666667
66,2.98193333333333
67,2.59895
68,3.59896666666667
69,3.72125
70,1.66538333333333
71,0.621483333333333
72,1.7906
73,3.08815
74,2.22215
75,2.37671666666667
76,2.64353333333333
77,1.79313333333333
78,2.95205
79,3.11983333333333
80,2.98945
81,2.17498333333333
82,1.68448333333333
83,2.16438333333333
84,2.17245
85,3.68965
86,3.60508333333333
87,3.36518333333333
88,1.4647
89,7.72895
90,1.19196666666667
91,1.75045
92,1.56286666666667
93,2.23193333333333
94,2.15103333333333
95,2.76983333333333
96,2.53755
97,3.77863333333333
98,1.00823333333333
99,0.978616666666667
100,1.25596666666667
101,1.85665
102,2.00751666666667
103,1.9785
104,2.58686666666667
105,2.71296666666667
106,3.44063333333333
107,1.80598333333333
108,1.21085
109,1.80805
110,2.61268333333333
111,1.7413
112,2.30326666666667
113,1.50491666666667
114,1.54213333333333
115,3.87758333333333
116,5.28481666666667
117,1.24583333333333
118,1.81395
119,1.76088333333333
120,1.73445
121,2.26838333333333
122,1.83478333333333
123,1.26381666666667
124,3.39621666666667
125,2.43836666666667
126,1.60778333333333
127,1.7217
128,2.17603333333333
129,2.82845
130,1.40483333333333
131,3.2862
132,2.45353333333333
133,2.10458333333333
134,6.98433333333333
135,2.30555
136,1.50951666666667
137,1.77271666666667
138,1.83651666666667
139,1.5737
140,4.38881666666667
141,3.31943333333333
142,2.37841666666667
143,1.49101666666667
144,1.66433333333333
145,2.08521666666667
146,1.56425
147,2.06143333333333
148,1.63056666666667
149,4.5483
150,1.30686666666667
151,1.9824
152,6.54296666666667
153,1.84695
154,2.92425
155,2.89713333333333
156,2.43076666666667
157,4.14271666666667
158,1.10783333333333
159,13.0342
160,12.416
161,2.91386666666667
162,2.2079
163,1.0371
164,2.29115
165,1.66203333333333
166,3.01085
167,3.0964
168,2.6549
169,1.96121666666667
170,10.1158833333333
171,2.86793333333333
172,1.68816666666667
173,2.37916666666667
174,2.95653333333333
175,2.9032
176,3.39051666666667
177,4.51731666666667
178,5.88811666666667
179,2.03771666666667
180,1.73411666666667
181,1.55766666666667
182,1.48353333333333
183,2.32621666666667
184,2.21648333333333
185,2.78601666666667
186,2.71453333333333
187,3.18148333333333
188,3.27621666666667
189,2.00238333333333
190,2.78031666666667
191,1.54601666666667
192,2.05241666666667
193,2.00345
194,3.31778333333333
195,2.23271666666667
196,3.80046666666667
197,1.99728333333333
198,2.23498333333333
199,1.95006666666667
200,2.31976666666667
201,2.7568
202,2.21083333333333
203,2.50561666666667
204,1.84396666666667
205,3.09335
206,2.40065
207,2.0063
208,1.231
209,1.66213333333333
210,3.69095
211,2.02071666666667
212,2.96135
213,5.43565
214,2.93066666666667
215,2.57291666666667
216,1.01231666666667
217,2.5962
218,2.31336666666667
219,2.34896666666667
220,3.1866
221,1.865
222,3.63748333333333
223,7.57623333333333
224,2.58745
225,2.2406
226,1.94201666666667
227,1.79308333333333
228,3.21166666666667
229,2.76003333333333
230,5.00403333333333
231,9.71466666666667
232,1.60238333333333
233,2.75841666666667
234,1.48618333333333
235,2.0538
236,1.18115
237,2.2104
238,3.27545
239,2.85001666666667
240,1.51586666666667
241,2.20085
242,2.692
243,1.7756
244,1.71713333333333
245,3.49565
246,3.2076
247,3.28855
248,1.71935
249,4.2137
250,1.49585
251,2.7017
252,1.60903333333333
253,1.85796666666667
254,1.86071666666667
255,2.49876666666667
256,2.54996666666667
257,2.11823333333333
258,3.7241
259,1.70765
260,7.58801666666667
261,1.72015
262,2.17776666666667
263,1.49203333333333
264,2.03266666666667
265,3.61983333333333
266,2.18771666666667
267,2.59471666666667
268,2.2504
269,1.73188333333333
270,1.32626666666667
271,2.39806666666667
272,2.31653333333333
273,2.28986666666667
274,1.94143333333333
275,2.09701666666667
276,4.82956666666667
277,21.3038
278,3.36848333333333
279,2.51985
280,1.98185
281,1.55966666666667
282,1.89586666666667
283,2.165
284,3.58788333333333
285,2.08743333333333
286,2.30736666666667
287,1.28415
288,1.55826666666667
289,1.03448333333333
290,3.87718333333333
291,3.44675
292,4.39885
293,5.79585
294,2.529
295,5.26721666666667
296,4.49975
297,1.69336666666667
298,1.31881666666667
299,2.82436666666667
