"workerid","time"
0,2.25776666666667
1,3.08365
2,2.60048333333333
3,4.03096666666667
4,4.84901666666667
5,3.88081666666667
6,3.37191666666667
7,3.97715
8,4.40388333333333
9,3.39926666666667
10,7.3795
11,7.759
12,4.93036666666667
13,9.35765
14,2.42206666666667
15,5.10648333333333
16,17.3209
17,3.28241666666667
18,3.118
19,3.28043333333333
20,5.6079
21,4.47646666666667
22,3.35026666666667
23,3.74816666666667
24,3.60793333333333
25,3.77383333333333
26,5.29453333333333
27,2.56101666666667
28,2.71153333333333
29,3.22508333333333
30,4.96375
31,2.8975
32,7.6151
33,10.8773333333333
34,3.4787
35,7.60698333333333
36,2.22791666666667
37,2.51636666666667
38,5.25686666666667
39,6.56845
40,6.90181666666667
41,9.67756666666667
42,3.52036666666667
43,8.99686666666667
44,4.3915
45,3.46383333333333
46,4.73771666666667
47,6.0608
48,4.15868333333333
49,6.14391666666667
50,7.87515
51,3.72381666666667
52,7.64691666666667
53,3.12881666666667
54,3.21956666666667
55,4.06265
56,6.20113333333333
57,5.8994
58,9.62036666666667
59,18.4296166666667
60,8.15163333333333
61,4.92173333333333
62,6.82768333333333
63,3.06725
64,3.29643333333333
65,2.88518333333333
66,4.47506666666667
67,3.92093333333333
68,4.10355
69,5.62396666666667
70,3.92216666666667
71,8.22253333333333
72,2.40528333333333
73,21.3047666666667
74,8.05398333333333
