"workerid","time"
0,2.84018333333333
1,5.00755
2,2.82898333333333
3,3.07091666666667
4,2.79768333333333
5,2.57346666666667
6,4.26285
7,4.06526666666667
8,5.23695
9,3.02033333333333
10,2.4124
11,4.91655
12,4.09841666666667
13,6.35158333333333
14,3.32743333333333
15,3.06836666666667
16,20.5328666666667
17,1.97026666666667
18,4.15518333333333
19,4.29136666666667
20,3.2107
21,3.21146666666667
22,7.51831666666667
23,4.41883333333333
24,4.55526666666667
25,2.37336666666667
26,4.21463333333333
27,2.09771666666667
28,4.48926666666667
29,3.14786666666667
30,4.46088333333333
31,6.48236666666667
32,5.28891666666667
33,2.44041666666667
34,3.2134
35,4.30853333333333
36,2.4097
37,4.40386666666667
38,1.82536666666667
39,9.27871666666667
40,3.2822
41,7.8114
42,5.18098333333333
43,4.28126666666667
44,5.79573333333333
45,5.09338333333333
46,5.07086666666667
47,5.31676666666667
48,6.38185
49,2.0742
