trial_type,antonym_type,endpoint_low,endpoint_high,response,trial_num,rt,slider_position,adjective_type,adjective,positive,morphant,referent,lexant,name,gender,exptid,workerid
four_sliders,morphant,the most intolerant<br>person in the world,the most tolerant<br>person in the world,0.57,7,11772,5,neg_morphant,not intolerant,tolerant,intolerant,person,bigoted,Mason,male,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.51,8,10124,1,positive,educated,educated,uneducated,person,ignorant,Melinda,female,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.61,8,10124,2,neg_neg_positive,not not educated,educated,uneducated,person,ignorant,Greg,male,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.68,8,10124,3,neg_morphant,not uneducated,educated,uneducated,person,ignorant,Charles,male,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.63,8,10124,4,neg_positive,not educated,educated,uneducated,person,ignorant,Daniel,male,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.55,8,10124,5,morphant,uneducated,educated,uneducated,person,ignorant,Sasha,female,NA,f5f636d9e25af37fe60056f67d1b9720
four_sliders,morphant,the most unaffectionate<br>person in the world,the most affectionate<br>person in the world,0.85,1,38500,1,positive,affectionate,affectionate,unaffectionate,person,cold,Mason,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unaffectionate<br>person in the world,the most affectionate<br>person in the world,0.14,1,38500,2,morphant,unaffectionate,affectionate,unaffectionate,person,cold,Brooke,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unaffectionate<br>person in the world,the most affectionate<br>person in the world,0.57,1,38500,3,neg_neg_positive,not not affectionate,affectionate,unaffectionate,person,cold,Liam,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unaffectionate<br>person in the world,the most affectionate<br>person in the world,0.57,1,38500,4,neg_morphant,not unaffectionate,affectionate,unaffectionate,person,cold,Monica,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unaffectionate<br>person in the world,the most affectionate<br>person in the world,0.12,1,38500,5,neg_positive,not affectionate,affectionate,unaffectionate,person,cold,Gabriel,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.51,2,18521,1,neg_neg_positive,not not kind,kind,unkind,person,cruel,Alison,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.89,2,18521,2,positive,kind,kind,unkind,person,cruel,Sophia,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.05,2,18521,3,morphant,unkind,kind,unkind,person,cruel,Veronica,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.16,2,18521,4,neg_positive,not kind,kind,unkind,person,cruel,Stephanie,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.57,2,18521,5,neg_morphant,not unkind,kind,unkind,person,cruel,Jeremy,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unintelligent<br>person in the world,the most intelligent<br>person in the world,0.06,3,43284,1,neg_positive,not intelligent,intelligent,unintelligent,person,stupid,Diana,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unintelligent<br>person in the world,the most intelligent<br>person in the world,0.51,3,43284,2,neg_neg_positive,not not intelligent,intelligent,unintelligent,person,stupid,Kim,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unintelligent<br>person in the world,the most intelligent<br>person in the world,0.71,3,43284,3,neg_morphant,not unintelligent,intelligent,unintelligent,person,stupid,Emma,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unintelligent<br>person in the world,the most intelligent<br>person in the world,0.9,3,43284,4,positive,intelligent,intelligent,unintelligent,person,stupid,Sasha,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unintelligent<br>person in the world,the most intelligent<br>person in the world,0.15,3,43284,5,morphant,unintelligent,intelligent,unintelligent,person,stupid,Noah,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.17,4,60100,1,neg_positive,not mature,mature,immature,person,childish,John,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.89,4,60100,2,positive,mature,mature,immature,person,childish,David,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.09,4,60100,3,morphant,immature,mature,immature,person,childish,Mia,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.52,4,60100,4,neg_neg_positive,not not mature,mature,immature,person,childish,Samuel,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.67,4,60100,5,neg_morphant,not immature,mature,immature,person,childish,Kathleen,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.82,5,18980,1,positive,educated,educated,uneducated,person,ignorant,Stephen,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.48,5,18980,2,neg_neg_positive,not not educated,educated,uneducated,person,ignorant,Greg,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.7,5,18980,3,neg_morphant,not uneducated,educated,uneducated,person,ignorant,Lucas,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.21,5,18980,4,neg_positive,not educated,educated,uneducated,person,ignorant,Lee,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.15,5,18980,5,morphant,uneducated,educated,uneducated,person,ignorant,Jackie,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.91,6,17045,1,positive,resourceful,resourceful,unresourceful,person,wasteful,Daniel,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.1,6,17045,2,neg_positive,not resourceful,resourceful,unresourceful,person,wasteful,Michael,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.61,6,17045,3,neg_morphant,not unresourceful,resourceful,unresourceful,person,wasteful,Angela,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.51,6,17045,4,neg_neg_positive,not not resourceful,resourceful,unresourceful,person,wasteful,Melinda,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.08,6,17045,5,morphant,unresourceful,resourceful,unresourceful,person,wasteful,Anthony,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unattractive<br>person in the world,the most attractive<br>person in the world,0.61,7,19219,1,neg_morphant,not unattractive,attractive,unattractive,person,ugly,Amber,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unattractive<br>person in the world,the most attractive<br>person in the world,0.11,7,19219,2,neg_positive,not attractive,attractive,unattractive,person,ugly,Charles,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unattractive<br>person in the world,the most attractive<br>person in the world,0.22,7,19219,3,morphant,unattractive,attractive,unattractive,person,ugly,Alexander,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unattractive<br>person in the world,the most attractive<br>person in the world,0.53,7,19219,4,neg_neg_positive,not not attractive,attractive,unattractive,person,ugly,Dylan,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unattractive<br>person in the world,the most attractive<br>person in the world,0.83,7,19219,5,positive,attractive,attractive,unattractive,person,ugly,Claire,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.9,8,20133,1,positive,forgiving,forgiving,unforgiving,person,resentful,Michelle,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.08,8,20133,2,morphant,unforgiving,forgiving,unforgiving,person,resentful,Julia,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.24,8,20133,3,neg_positive,not forgiving,forgiving,unforgiving,person,resentful,Tom,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.58,8,20133,4,neg_morphant,not unforgiving,forgiving,unforgiving,person,resentful,Cameron,male,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.56,8,20133,5,neg_neg_positive,not not forgiving,forgiving,unforgiving,person,resentful,Alicia,female,NA,1a3d63a540c5d1a40171fbe4f511838c
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.87,1,68353,1,positive,mature,mature,immature,person,childish,Lucas,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.07,1,68353,2,morphant,immature,mature,immature,person,childish,Stephen,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.34,1,68353,3,neg_positive,not mature,mature,immature,person,childish,Jackie,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.29,1,68353,4,neg_neg_positive,not not mature,mature,immature,person,childish,Alicia,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.1,1,68353,5,neg_morphant,not immature,mature,immature,person,childish,Diana,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.27,2,23620,1,neg_neg_positive,not not honest,honest,dishonest,person,deceitful,Sophia,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.97,2,23620,2,positive,honest,honest,dishonest,person,deceitful,Sasha,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.04,2,23620,3,morphant,dishonest,honest,dishonest,person,deceitful,Michelle,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.71,2,23620,4,neg_morphant,not dishonest,honest,dishonest,person,deceitful,Laura,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.28,2,23620,5,neg_positive,not honest,honest,dishonest,person,deceitful,Maya,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most impolite<br>person in the world,the most polite<br>person in the world,0.24,3,25046,1,neg_positive,not polite,polite,impolite,person,rude,Stephanie,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most impolite<br>person in the world,the most polite<br>person in the world,0.77,3,25046,2,neg_morphant,not impolite,polite,impolite,person,rude,Jeremy,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most impolite<br>person in the world,the most polite<br>person in the world,0.24,3,25046,3,neg_neg_positive,not not polite,polite,impolite,person,rude,Noah,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most impolite<br>person in the world,the most polite<br>person in the world,0.06,3,25046,4,morphant,impolite,polite,impolite,person,rude,Angela,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most impolite<br>person in the world,the most polite<br>person in the world,0.97,3,25046,5,positive,polite,polite,impolite,person,rude,Liam,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.79,4,23733,1,neg_morphant,not unresourceful,resourceful,unresourceful,person,wasteful,Michael,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.96,4,23733,2,positive,resourceful,resourceful,unresourceful,person,wasteful,Anthony,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.06,4,23733,3,morphant,unresourceful,resourceful,unresourceful,person,wasteful,Jennifer,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.73,4,23733,4,neg_positive,not resourceful,resourceful,unresourceful,person,wasteful,David,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unresourceful<br>person in the world,the most resourceful<br>person in the world,0.8,4,23733,5,neg_neg_positive,not not resourceful,resourceful,unresourceful,person,wasteful,Charles,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unfriendly<br>person in the world,the most friendly<br>person in the world,0.96,5,32117,1,positive,friendly,friendly,unfriendly,person,mean,Kim,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unfriendly<br>person in the world,the most friendly<br>person in the world,0.32,5,32117,2,neg_morphant,not unfriendly,friendly,unfriendly,person,mean,Tom,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unfriendly<br>person in the world,the most friendly<br>person in the world,0.2,5,32117,3,neg_neg_positive,not not friendly,friendly,unfriendly,person,mean,Nicole,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unfriendly<br>person in the world,the most friendly<br>person in the world,0.03,5,32117,4,morphant,unfriendly,friendly,unfriendly,person,mean,Julia,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unfriendly<br>person in the world,the most friendly<br>person in the world,0.32,5,32117,5,neg_positive,not friendly,friendly,unfriendly,person,mean,Lee,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.03,6,24681,1,morphant,unkind,kind,unkind,person,cruel,John,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.33,6,24681,2,neg_positive,not kind,kind,unkind,person,cruel,Monica,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.96,6,24681,3,positive,kind,kind,unkind,person,cruel,Samuel,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.22,6,24681,4,neg_neg_positive,not not kind,kind,unkind,person,cruel,Alison,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unkind<br>person in the world,the most kind<br>person in the world,0.73,6,24681,5,neg_morphant,not unkind,kind,unkind,person,cruel,Daniel,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.03,7,37455,1,morphant,unforgiving,forgiving,unforgiving,person,resentful,Emma,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.75,7,37455,2,neg_morphant,not unforgiving,forgiving,unforgiving,person,resentful,Mason,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.24,7,37455,3,neg_neg_positive,not not forgiving,forgiving,unforgiving,person,resentful,Veronica,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.34,7,37455,4,neg_positive,not forgiving,forgiving,unforgiving,person,resentful,Eric,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most unforgiving<br>person in the world,the most forgiving<br>person in the world,0.95,7,37455,5,positive,forgiving,forgiving,unforgiving,person,resentful,Gabriel,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.21,8,28450,1,neg_neg_positive,not not educated,educated,uneducated,person,ignorant,Dylan,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.94,8,28450,2,positive,educated,educated,uneducated,person,ignorant,Jacob,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.8,8,28450,3,neg_morphant,not uneducated,educated,uneducated,person,ignorant,William,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.28,8,28450,4,neg_positive,not educated,educated,uneducated,person,ignorant,Mia,female,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most uneducated<br>person in the world,the most educated<br>person in the world,0.06,8,28450,5,morphant,uneducated,educated,uneducated,person,ignorant,Greg,male,NA,495e666beca342982532fcb8be98055a
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.25,1,28526,1,neg_positive,not honest,honest,dishonest,person,deceitful,Angela,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.79,1,28526,2,positive,honest,honest,dishonest,person,deceitful,Lucas,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.76,1,28526,3,neg_neg_positive,not not honest,honest,dishonest,person,deceitful,Melinda,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.2,1,28526,4,morphant,dishonest,honest,dishonest,person,deceitful,Jennifer,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most dishonest<br>person in the world,the most honest<br>person in the world,0.78,1,28526,5,neg_morphant,not dishonest,honest,dishonest,person,deceitful,Kim,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.72,2,17831,1,neg_morphant,not immature,mature,immature,person,childish,Jeremy,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.23,2,17831,2,morphant,immature,mature,immature,person,childish,Michelle,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.71,2,17831,3,neg_neg_positive,not not mature,mature,immature,person,childish,Lee,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.82,2,17831,4,positive,mature,mature,immature,person,childish,Monica,female,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most immature<br>person in the world,the most mature<br>person in the world,0.28,2,17831,5,neg_positive,not mature,mature,immature,person,childish,Tom,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most insincere<br>person in the world,the most sincere<br>person in the world,0.79,3,17119,1,positive,sincere,sincere,insincere,person,fake,Gabriel,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most insincere<br>person in the world,the most sincere<br>person in the world,0.73,3,17119,2,neg_morphant,not insincere,sincere,insincere,person,fake,Liam,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
four_sliders,morphant,the most insincere<br>person in the world,the most sincere<br>person in the world,0.73,3,17119,3,neg_neg_positive,not not sincere,sincere,insincere,person,fake,William,male,NA,4d12f3a971d5f4e8c09b506a3fc46c07
