"workerid","time"
0,0.859583333333333
1,1.4873
2,2.91756666666667
3,2.07896666666667
4,5.56501666666667
5,5.847
6,1.71923333333333
7,2.77716666666667
8,3.71436666666667
9,1.24943333333333
10,1.42758333333333
11,1.70978333333333
12,2.12923333333333
13,1.05251666666667
14,0.906183333333333
15,8.03473333333333
16,5.42473333333333
17,2.7216
18,1.9158
19,2.03008333333333
20,1.88751666666667
21,3.32078333333333
22,2.07038333333333
23,2.65626666666667
24,4.96148333333333
25,12.1792666666667
26,2.14578333333333
27,1.7701
28,2.4241
29,2.63343333333333
30,2.94695
31,3.06433333333333
32,2.21741666666667
33,2.13485
34,1.4735
35,5.0744
36,2.02608333333333
37,2.7145
38,6.75146666666667
39,6.42301666666667
40,6.0654
41,5.55741666666667
42,1.77078333333333
43,5.07033333333333
44,1.41191666666667
45,2.46778333333333
46,2.39048333333333
47,2.61751666666667
48,3.0474
49,3.16653333333333
50,1.71863333333333
51,1.82665
52,0.720833333333333
53,6.34051666666667
54,1.2873
55,1.83393333333333
56,1.80836666666667
57,2.37823333333333
58,3.4943
59,5.72086666666667
60,5.51336666666667
61,1.84848333333333
62,2.20156666666667
63,1.22726666666667
64,1.85586666666667
65,2.97251666666667
66,2.31315
67,3.04226666666667
68,3.05748333333333
69,5.01503333333333
70,7.5775
71,1.755
72,1.728
73,1.60503333333333
74,2.41606666666667
75,2.90206666666667
76,2.13188333333333
77,3.88525
78,1.85463333333333
79,2.61773333333333
80,3.9917
81,1.77173333333333
82,2.03541666666667
83,1.765
84,2.06193333333333
85,1.34301666666667
86,3.68101666666667
87,1.98315
88,18.7702333333333
89,2.16756666666667
90,2.14551666666667
91,2.3433
92,1.9998
93,5.14848333333333
94,4.34281666666667
95,4.08256666666667
96,6.67105
97,2.82463333333333
98,2.52761666666667
99,1.77623333333333
100,2.04275
101,2.0394
102,3.57615
103,4.0222
104,6.34708333333333
105,2.32393333333333
106,2.20503333333333
107,14.54865
108,2.67955
109,1.74286666666667
110,3.0413
111,3.4391
112,4.99331666666667
113,2.03071666666667
114,3.00635
115,8.43085
116,1.91463333333333
117,3.25195
118,2.74306666666667
119,1.88406666666667
