workerid,rt,trial_type,trial_num,name,lexant,positive,endpoint_high,morphant,adjective,referent,adjective_type,antonym_type,gender,endpoint_low,response,condition,slider_position
726,11309,four_sliders,10,Tom,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,not bigoted,person,neg_lexant,lexant,male,the most bigoted<br>person in the world,0.85,explicit,3
726,11309,four_sliders,10,Alison,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,not tolerant,person,neg_positive,lexant,female,the most bigoted<br>person in the world,0.15,explicit,4
726,14509,four_sliders,11,Alexander,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,not intelligent,person,neg_positive,lexant,male,the most stupid<br>person in the world,0.15,explicit,1
726,14509,four_sliders,11,Angela,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,intelligent,person,positive,lexant,female,the most stupid<br>person in the world,0.97,explicit,2
726,14509,four_sliders,11,Michael,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,stupid,person,lexant,lexant,male,the most stupid<br>person in the world,0.02,explicit,3
726,14509,four_sliders,11,Sasha,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,not stupid,person,neg_lexant,lexant,female,the most stupid<br>person in the world,0.82,explicit,4
726,24895,four_sliders,12,Julia,stingy,generous,the most generous<br>person in the world,ungenerous,not generous,person,neg_positive,lexant,female,the most stingy<br>person in the world,0.21,explicit,1
726,24895,four_sliders,12,Lee,stingy,generous,the most generous<br>person in the world,ungenerous,generous,person,positive,lexant,male,the most stingy<br>person in the world,0.98,explicit,2
726,24895,four_sliders,12,Jennifer,stingy,generous,the most generous<br>person in the world,ungenerous,not stingy,person,neg_lexant,lexant,female,the most stingy<br>person in the world,0.85,explicit,3
726,24895,four_sliders,12,Gabriel,stingy,generous,the most generous<br>person in the world,ungenerous,stingy,person,lexant,lexant,male,the most stingy<br>person in the world,0.03,explicit,4
727,27853,four_sliders,1,Sophia,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,not forgiving,person,neg_positive,lexant,female,the most resentful<br>person in the world,0.01,explicit,1
727,27853,four_sliders,1,Michael,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,forgiving,person,positive,lexant,male,the most resentful<br>person in the world,0.63,explicit,2
727,27853,four_sliders,1,Kim,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,resentful,person,lexant,lexant,female,the most resentful<br>person in the world,0.15,explicit,3
727,27853,four_sliders,1,William,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,not resentful,person,neg_lexant,lexant,male,the most resentful<br>person in the world,0.84,explicit,4
727,84525,four_sliders,2,Liam,ignorant,educated,the most educated<br>person in the world,uneducated,not ignorant,person,neg_lexant,lexant,male,the most ignorant<br>person in the world,0.63,explicit,1
727,84525,four_sliders,2,Greg,ignorant,educated,the most educated<br>person in the world,uneducated,ignorant,person,lexant,lexant,male,the most ignorant<br>person in the world,0.19,explicit,2
727,84525,four_sliders,2,Samuel,ignorant,educated,the most educated<br>person in the world,uneducated,not educated,person,neg_positive,lexant,male,the most ignorant<br>person in the world,0.34,explicit,3
727,84525,four_sliders,2,Gabriel,ignorant,educated,the most educated<br>person in the world,uneducated,educated,person,positive,lexant,male,the most ignorant<br>person in the world,0.7,explicit,4
727,40354,four_sliders,3,Veronica,mean,friendly,the most friendly<br>person in the world,unfriendly,friendly,person,positive,lexant,female,the most mean<br>person in the world,0.69,explicit,1
727,40354,four_sliders,3,Stephanie,mean,friendly,the most friendly<br>person in the world,unfriendly,not mean,person,neg_lexant,lexant,female,the most mean<br>person in the world,0.69,explicit,2
727,40354,four_sliders,3,Eric,mean,friendly,the most friendly<br>person in the world,unfriendly,not friendly,person,neg_positive,lexant,male,the most mean<br>person in the world,0.26,explicit,3
727,40354,four_sliders,3,Brooke,mean,friendly,the most friendly<br>person in the world,unfriendly,mean,person,lexant,lexant,female,the most mean<br>person in the world,0.13,explicit,4
727,17737,four_sliders,4,Claire,cruel,kind,the most kind<br>person in the world,unkind,not cruel,person,neg_lexant,lexant,female,the most cruel<br>person in the world,0.75,explicit,1
727,17737,four_sliders,4,Lucas,cruel,kind,the most kind<br>person in the world,unkind,cruel,person,lexant,lexant,male,the most cruel<br>person in the world,0.16,explicit,2
727,17737,four_sliders,4,Kathleen,cruel,kind,the most kind<br>person in the world,unkind,not kind,person,neg_positive,lexant,female,the most cruel<br>person in the world,0.24,explicit,3
727,17737,four_sliders,4,Andrew,cruel,kind,the most kind<br>person in the world,unkind,kind,person,positive,lexant,male,the most cruel<br>person in the world,0.74,explicit,4
727,20664,four_sliders,5,Laura,deceitful,honest,the most honest<br>person in the world,dishonest,not deceitful,person,neg_lexant,lexant,female,the most deceitful<br>person in the world,0.69,explicit,1
727,20664,four_sliders,5,David,deceitful,honest,the most honest<br>person in the world,dishonest,deceitful,person,lexant,lexant,male,the most deceitful<br>person in the world,0.26,explicit,2
727,20664,four_sliders,5,Melinda,deceitful,honest,the most honest<br>person in the world,dishonest,not honest,person,neg_positive,lexant,female,the most deceitful<br>person in the world,0.25,explicit,3
727,20664,four_sliders,5,Alexander,deceitful,honest,the most honest<br>person in the world,dishonest,honest,person,positive,lexant,male,the most deceitful<br>person in the world,0.73,explicit,4
727,20797,four_sliders,6,Diana,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,not traitorous,person,neg_lexant,lexant,female,the most traitorous<br>person in the world,0.75,explicit,1
727,20797,four_sliders,6,Jeremy,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,not patriotic,person,neg_positive,lexant,male,the most traitorous<br>person in the world,0.51,explicit,2
727,20797,four_sliders,6,Jacob,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,traitorous,person,lexant,lexant,male,the most traitorous<br>person in the world,0.12,explicit,3
727,20797,four_sliders,6,Amber,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,patriotic,person,positive,lexant,female,the most traitorous<br>person in the world,0.73,explicit,4
727,36616,four_sliders,7,Julia,boring,interesting,the most interesting<br>person in the world,uninteresting,not interesting,person,neg_positive,lexant,female,the most boring<br>person in the world,0.26,explicit,1
727,36616,four_sliders,7,Lee,boring,interesting,the most interesting<br>person in the world,uninteresting,not boring,person,neg_lexant,lexant,male,the most boring<br>person in the world,0.7,explicit,2
727,36616,four_sliders,7,Dylan,boring,interesting,the most interesting<br>person in the world,uninteresting,boring,person,lexant,lexant,male,the most boring<br>person in the world,0.15,explicit,3
727,36616,four_sliders,7,Nicole,boring,interesting,the most interesting<br>person in the world,uninteresting,interesting,person,positive,lexant,female,the most boring<br>person in the world,0.8,explicit,4
727,15606,four_sliders,8,Tom,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not lazy,person,neg_lexant,lexant,male,the most lazy<br>person in the world,0.7,explicit,1
727,15606,four_sliders,8,Noah,lazy,ambitious,the most ambitious<br>person in the world,unambitious,ambitious,person,positive,lexant,male,the most lazy<br>person in the world,0.86,explicit,2
727,15606,four_sliders,8,Sasha,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not ambitious,person,neg_positive,lexant,female,the most lazy<br>person in the world,0.26,explicit,3
727,15606,four_sliders,8,Anthony,lazy,ambitious,the most ambitious<br>person in the world,unambitious,lazy,person,lexant,lexant,male,the most lazy<br>person in the world,0.15,explicit,4
727,21199,four_sliders,9,Alison,cold,affectionate,the most affectionate<br>person in the world,unaffectionate,not cold,person,neg_lexant,lexant,female,the most cold<br>person in the world,0.69,explicit,1
727,21199,four_sliders,9,Mason,cold,affectionate,the most affectionate<br>person in the world,unaffectionate,cold,person,lexant,lexant,male,the most cold<br>person in the world,0.12,explicit,2
727,21199,four_sliders,9,Jackie,cold,affectionate,the most affectionate<br>person in the world,unaffectionate,affectionate,person,positive,lexant,female,the most cold<br>person in the world,0.76,explicit,3
727,21199,four_sliders,9,John,cold,affectionate,the most affectionate<br>person in the world,unaffectionate,not affectionate,person,neg_positive,lexant,male,the most cold<br>person in the world,0.23,explicit,4
727,20442,four_sliders,10,Charles,sad,happy,the most happy<br>person in the world,unhappy,sad,person,lexant,lexant,male,the most sad<br>person in the world,0.32,explicit,1
727,20442,four_sliders,10,Jennifer,sad,happy,the most happy<br>person in the world,unhappy,happy,person,positive,lexant,female,the most sad<br>person in the world,0.67,explicit,2
727,20442,four_sliders,10,Emma,sad,happy,the most happy<br>person in the world,unhappy,not happy,person,neg_positive,lexant,female,the most sad<br>person in the world,0.23,explicit,3
727,20442,four_sliders,10,Stephen,sad,happy,the most happy<br>person in the world,unhappy,not sad,person,neg_lexant,lexant,male,the most sad<br>person in the world,0.63,explicit,4
727,29583,four_sliders,11,Daniel,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,not stupid,person,neg_lexant,lexant,male,the most stupid<br>person in the world,0.6,explicit,1
727,29583,four_sliders,11,Michelle,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,stupid,person,lexant,lexant,female,the most stupid<br>person in the world,0.28,explicit,2
727,29583,four_sliders,11,Angela,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,intelligent,person,positive,lexant,female,the most stupid<br>person in the world,0.75,explicit,3
727,29583,four_sliders,11,Monica,stupid,intelligent,the most intelligent<br>person in the world,unintelligent,not intelligent,person,neg_positive,lexant,female,the most stupid<br>person in the world,0.18,explicit,4
727,42418,four_sliders,12,Maya,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not wasteful,person,neg_lexant,lexant,female,the most wasteful<br>person in the world,0.64,explicit,1
727,42418,four_sliders,12,Cameron,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,wasteful,person,lexant,lexant,male,the most wasteful<br>person in the world,0.29,explicit,2
727,42418,four_sliders,12,Mia,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not resourceful,person,neg_positive,lexant,female,the most wasteful<br>person in the world,0.15,explicit,3
727,42418,four_sliders,12,Alicia,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,resourceful,person,positive,lexant,female,the most wasteful<br>person in the world,0.81,explicit,4
728,30445,four_sliders,1,Laura,mean,friendly,the most friendly<br>person in the world,unfriendly,friendly,person,positive,lexant,female,the most mean<br>person in the world,0.73,explicit,1
728,30445,four_sliders,1,Julia,mean,friendly,the most friendly<br>person in the world,unfriendly,not mean,person,neg_lexant,lexant,female,the most mean<br>person in the world,0.34,explicit,2
728,30445,four_sliders,1,Cameron,mean,friendly,the most friendly<br>person in the world,unfriendly,not friendly,person,neg_positive,lexant,male,the most mean<br>person in the world,0.22,explicit,3
728,30445,four_sliders,1,Mia,mean,friendly,the most friendly<br>person in the world,unfriendly,mean,person,lexant,lexant,female,the most mean<br>person in the world,0.1,explicit,4
728,11687,four_sliders,2,John,cruel,kind,the most kind<br>person in the world,unkind,not cruel,person,neg_lexant,lexant,male,the most cruel<br>person in the world,0.39,explicit,1
728,11687,four_sliders,2,Maya,cruel,kind,the most kind<br>person in the world,unkind,cruel,person,lexant,lexant,female,the most cruel<br>person in the world,0.16,explicit,2
728,11687,four_sliders,2,Jackie,cruel,kind,the most kind<br>person in the world,unkind,not kind,person,neg_positive,lexant,female,the most cruel<br>person in the world,0.05,explicit,3
728,11687,four_sliders,2,Diana,cruel,kind,the most kind<br>person in the world,unkind,kind,person,positive,lexant,female,the most cruel<br>person in the world,0.76,explicit,4
728,19201,four_sliders,3,Angela,stingy,generous,the most generous<br>person in the world,ungenerous,stingy,person,lexant,lexant,female,the most stingy<br>person in the world,0.09,explicit,1
728,19201,four_sliders,3,Claire,stingy,generous,the most generous<br>person in the world,ungenerous,not generous,person,neg_positive,lexant,female,the most stingy<br>person in the world,0.19,explicit,2
728,19201,four_sliders,3,Jeremy,stingy,generous,the most generous<br>person in the world,ungenerous,not stingy,person,neg_lexant,lexant,male,the most stingy<br>person in the world,0.48,explicit,3
728,19201,four_sliders,3,Andrew,stingy,generous,the most generous<br>person in the world,ungenerous,generous,person,positive,lexant,male,the most stingy<br>person in the world,0.85,explicit,4
728,13510,four_sliders,4,Charles,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,forgiving,person,positive,lexant,male,the most resentful<br>person in the world,0.79,explicit,1
728,13510,four_sliders,4,Veronica,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,not forgiving,person,neg_positive,lexant,female,the most resentful<br>person in the world,0.19,explicit,2
728,13510,four_sliders,4,Kim,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,resentful,person,lexant,lexant,female,the most resentful<br>person in the world,0.12,explicit,3
728,13510,four_sliders,4,Alexander,resentful,forgiving,the most forgiving<br>person in the world,unforgiving,not resentful,person,neg_lexant,lexant,male,the most resentful<br>person in the world,0.25,explicit,4
728,22447,four_sliders,5,Amber,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,tolerant,person,positive,lexant,female,the most bigoted<br>person in the world,0.7,explicit,1
728,22447,four_sliders,5,Monica,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,not bigoted,person,neg_lexant,lexant,female,the most bigoted<br>person in the world,0.32,explicit,2
728,22447,four_sliders,5,Alison,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,bigoted,person,lexant,lexant,female,the most bigoted<br>person in the world,0.07,explicit,3
728,22447,four_sliders,5,Samuel,bigoted,tolerant,the most tolerant<br>person in the world,intolerant,not tolerant,person,neg_positive,lexant,male,the most bigoted<br>person in the world,0.12,explicit,4
728,8112,four_sliders,6,Gabriel,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not ambitious,person,neg_positive,lexant,male,the most lazy<br>person in the world,0.31,explicit,1
728,8112,four_sliders,6,David,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not lazy,person,neg_lexant,lexant,male,the most lazy<br>person in the world,0.19,explicit,2
728,8112,four_sliders,6,Nicole,lazy,ambitious,the most ambitious<br>person in the world,unambitious,lazy,person,lexant,lexant,female,the most lazy<br>person in the world,0.11,explicit,3
728,8112,four_sliders,6,Jacob,lazy,ambitious,the most ambitious<br>person in the world,unambitious,ambitious,person,positive,lexant,male,the most lazy<br>person in the world,0.81,explicit,4
728,6992,four_sliders,7,Dylan,boring,interesting,the most interesting<br>person in the world,uninteresting,not boring,person,neg_lexant,lexant,male,the most boring<br>person in the world,0.19,explicit,1
728,6992,four_sliders,7,Tom,boring,interesting,the most interesting<br>person in the world,uninteresting,not interesting,person,neg_positive,lexant,male,the most boring<br>person in the world,0.12,explicit,2
728,6992,four_sliders,7,Eric,boring,interesting,the most interesting<br>person in the world,uninteresting,interesting,person,positive,lexant,male,the most boring<br>person in the world,0.6,explicit,3
728,6992,four_sliders,7,Brooke,boring,interesting,the most interesting<br>person in the world,uninteresting,boring,person,lexant,lexant,female,the most boring<br>person in the world,0.05,explicit,4
728,9279,four_sliders,8,Sasha,ugly,attractive,the most attractive<br>person in the world,unattractive,attractive,person,positive,lexant,female,the most ugly<br>person in the world,0.72,explicit,1
728,9279,four_sliders,8,Stephanie,ugly,attractive,the most attractive<br>person in the world,unattractive,not attractive,person,neg_positive,lexant,female,the most ugly<br>person in the world,0.18,explicit,2
728,9279,four_sliders,8,Sophia,ugly,attractive,the most attractive<br>person in the world,unattractive,ugly,person,lexant,lexant,female,the most ugly<br>person in the world,0.03,explicit,3
728,9279,four_sliders,8,Alicia,ugly,attractive,the most attractive<br>person in the world,unattractive,not ugly,person,neg_lexant,lexant,female,the most ugly<br>person in the world,0.24,explicit,4
728,9128,four_sliders,9,Noah,fake,sincere,the most sincere<br>person in the world,insincere,fake,person,lexant,lexant,male,the most fake<br>person in the world,0.09,explicit,1
728,9128,four_sliders,9,Jennifer,fake,sincere,the most sincere<br>person in the world,insincere,sincere,person,positive,lexant,female,the most fake<br>person in the world,0.78,explicit,2
728,9128,four_sliders,9,Michelle,fake,sincere,the most sincere<br>person in the world,insincere,not fake,person,neg_lexant,lexant,female,the most fake<br>person in the world,0.34,explicit,3
728,9128,four_sliders,9,Daniel,fake,sincere,the most sincere<br>person in the world,insincere,not sincere,person,neg_positive,lexant,male,the most fake<br>person in the world,0.39,explicit,4
728,8864,four_sliders,10,Liam,rude,polite,the most polite<br>person in the world,impolite,not rude,person,neg_lexant,lexant,male,the most rude<br>person in the world,0.47,explicit,1
728,8864,four_sliders,10,Greg,rude,polite,the most polite<br>person in the world,impolite,not polite,person,neg_positive,lexant,male,the most rude<br>person in the world,0.12,explicit,2
728,8864,four_sliders,10,Michael,rude,polite,the most polite<br>person in the world,impolite,rude,person,lexant,lexant,male,the most rude<br>person in the world,0.07,explicit,3
728,8864,four_sliders,10,Anthony,rude,polite,the most polite<br>person in the world,impolite,polite,person,positive,lexant,male,the most rude<br>person in the world,0.68,explicit,4
728,17041,four_sliders,11,Stephen,childish,mature,the most mature<br>person in the world,immature,not mature,person,neg_positive,lexant,male,the most childish<br>person in the world,0.17,explicit,1
728,17041,four_sliders,11,Mason,childish,mature,the most mature<br>person in the world,immature,childish,person,lexant,lexant,male,the most childish<br>person in the world,0.08,explicit,2
728,17041,four_sliders,11,Kathleen,childish,mature,the most mature<br>person in the world,immature,mature,person,positive,lexant,female,the most childish<br>person in the world,0.73,explicit,3
728,17041,four_sliders,11,Melinda,childish,mature,the most mature<br>person in the world,immature,not childish,person,neg_lexant,lexant,female,the most childish<br>person in the world,0.41,explicit,4
728,7175,four_sliders,12,Lucas,crazy,rational,the most rational<br>person in the world,irrational,not rational,person,neg_positive,lexant,male,the most crazy<br>person in the world,0.09,explicit,1
728,7175,four_sliders,12,Lee,crazy,rational,the most rational<br>person in the world,irrational,crazy,person,lexant,lexant,male,the most crazy<br>person in the world,0.01,explicit,2
728,7175,four_sliders,12,William,crazy,rational,the most rational<br>person in the world,irrational,not crazy,person,neg_lexant,lexant,male,the most crazy<br>person in the world,0.29,explicit,3
728,7175,four_sliders,12,Emma,crazy,rational,the most rational<br>person in the world,irrational,rational,person,positive,lexant,female,the most crazy<br>person in the world,0.88,explicit,4
729,14801,four_sliders,1,Stephen,boring,interesting,the most interesting<br>person in the world,uninteresting,boring,person,lexant,lexant,male,the most boring<br>person in the world,0.27,explicit,1
729,14801,four_sliders,1,Gabriel,boring,interesting,the most interesting<br>person in the world,uninteresting,interesting,person,positive,lexant,male,the most boring<br>person in the world,0.71,explicit,2
729,14801,four_sliders,1,Greg,boring,interesting,the most interesting<br>person in the world,uninteresting,not boring,person,neg_lexant,lexant,male,the most boring<br>person in the world,0.72,explicit,3
729,14801,four_sliders,1,Angela,boring,interesting,the most interesting<br>person in the world,uninteresting,not interesting,person,neg_positive,lexant,female,the most boring<br>person in the world,0.24,explicit,4
729,10821,four_sliders,2,William,childish,mature,the most mature<br>person in the world,immature,mature,person,positive,lexant,male,the most childish<br>person in the world,0.78,explicit,1
729,10821,four_sliders,2,Julia,childish,mature,the most mature<br>person in the world,immature,childish,person,lexant,lexant,female,the most childish<br>person in the world,0.16,explicit,2
729,10821,four_sliders,2,Kim,childish,mature,the most mature<br>person in the world,immature,not childish,person,neg_lexant,lexant,female,the most childish<br>person in the world,0.75,explicit,3
729,10821,four_sliders,2,Mason,childish,mature,the most mature<br>person in the world,immature,not mature,person,neg_positive,lexant,male,the most childish<br>person in the world,0.19,explicit,4
729,10315,four_sliders,3,Sophia,mean,friendly,the most friendly<br>person in the world,unfriendly,mean,person,lexant,lexant,female,the most mean<br>person in the world,0.22,explicit,1
729,10315,four_sliders,3,Stephanie,mean,friendly,the most friendly<br>person in the world,unfriendly,not mean,person,neg_lexant,lexant,female,the most mean<br>person in the world,0.77,explicit,2
729,10315,four_sliders,3,David,mean,friendly,the most friendly<br>person in the world,unfriendly,friendly,person,positive,lexant,male,the most mean<br>person in the world,0.77,explicit,3
729,10315,four_sliders,3,Mia,mean,friendly,the most friendly<br>person in the world,unfriendly,not friendly,person,neg_positive,lexant,female,the most mean<br>person in the world,0.21,explicit,4
729,15918,four_sliders,4,Eric,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,not traitorous,person,neg_lexant,lexant,male,the most traitorous<br>person in the world,0.81,explicit,1
729,15918,four_sliders,4,Maya,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,patriotic,person,positive,lexant,female,the most traitorous<br>person in the world,0.85,explicit,2
729,15918,four_sliders,4,Monica,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,not patriotic,person,neg_positive,lexant,female,the most traitorous<br>person in the world,0.17,explicit,3
729,15918,four_sliders,4,Jeremy,traitorous,patriotic,the most patriotic<br>person in the world,unpatriotic,traitorous,person,lexant,lexant,male,the most traitorous<br>person in the world,0.09,explicit,4
729,10551,four_sliders,5,Tom,flaky,reliable,the most reliable<br>person in the world,unreliable,not flaky,person,neg_lexant,lexant,male,the most flaky<br>person in the world,0.62,explicit,1
729,10551,four_sliders,5,Michelle,flaky,reliable,the most reliable<br>person in the world,unreliable,not reliable,person,neg_positive,lexant,female,the most flaky<br>person in the world,0.25,explicit,2
729,10551,four_sliders,5,Laura,flaky,reliable,the most reliable<br>person in the world,unreliable,reliable,person,positive,lexant,female,the most flaky<br>person in the world,0.73,explicit,3
729,10551,four_sliders,5,Samuel,flaky,reliable,the most reliable<br>person in the world,unreliable,flaky,person,lexant,lexant,male,the most flaky<br>person in the world,0.17,explicit,4
729,15716,four_sliders,6,Diana,fake,sincere,the most sincere<br>person in the world,insincere,fake,person,lexant,lexant,female,the most fake<br>person in the world,0.19,explicit,1
729,15716,four_sliders,6,Jackie,fake,sincere,the most sincere<br>person in the world,insincere,not sincere,person,neg_positive,lexant,female,the most fake<br>person in the world,0.27,explicit,2
729,15716,four_sliders,6,Noah,fake,sincere,the most sincere<br>person in the world,insincere,not fake,person,neg_lexant,lexant,male,the most fake<br>person in the world,0.77,explicit,3
729,15716,four_sliders,6,Jennifer,fake,sincere,the most sincere<br>person in the world,insincere,sincere,person,positive,lexant,female,the most fake<br>person in the world,0.84,explicit,4
729,10507,four_sliders,7,Alison,deceitful,honest,the most honest<br>person in the world,dishonest,deceitful,person,lexant,lexant,female,the most deceitful<br>person in the world,0.13,explicit,1
729,10507,four_sliders,7,Anthony,deceitful,honest,the most honest<br>person in the world,dishonest,not deceitful,person,neg_lexant,lexant,male,the most deceitful<br>person in the world,0.81,explicit,2
729,10507,four_sliders,7,Veronica,deceitful,honest,the most honest<br>person in the world,dishonest,honest,person,positive,lexant,female,the most deceitful<br>person in the world,0.89,explicit,3
729,10507,four_sliders,7,Dylan,deceitful,honest,the most honest<br>person in the world,dishonest,not honest,person,neg_positive,lexant,male,the most deceitful<br>person in the world,0.21,explicit,4
729,7278,four_sliders,8,Kathleen,cruel,kind,the most kind<br>person in the world,unkind,not kind,person,neg_positive,lexant,female,the most cruel<br>person in the world,0.2,explicit,1
729,7278,four_sliders,8,Liam,cruel,kind,the most kind<br>person in the world,unkind,cruel,person,lexant,lexant,male,the most cruel<br>person in the world,0.15,explicit,2
729,7278,four_sliders,8,Nicole,cruel,kind,the most kind<br>person in the world,unkind,not cruel,person,neg_lexant,lexant,female,the most cruel<br>person in the world,0.81,explicit,3
729,7278,four_sliders,8,Michael,cruel,kind,the most kind<br>person in the world,unkind,kind,person,positive,lexant,male,the most cruel<br>person in the world,0.87,explicit,4
729,7469,four_sliders,9,Amber,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not wasteful,person,neg_lexant,lexant,female,the most wasteful<br>person in the world,0.75,explicit,1
729,7469,four_sliders,9,Claire,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,resourceful,person,positive,lexant,female,the most wasteful<br>person in the world,0.81,explicit,2
729,7469,four_sliders,9,Sasha,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,wasteful,person,lexant,lexant,female,the most wasteful<br>person in the world,0.15,explicit,3
729,7469,four_sliders,9,Jacob,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not resourceful,person,neg_positive,lexant,male,the most wasteful<br>person in the world,0.22,explicit,4
729,35651,four_sliders,10,Brooke,ignorant,educated,the most educated<br>person in the world,uneducated,educated,person,positive,lexant,female,the most ignorant<br>person in the world,0.79,explicit,1
729,35651,four_sliders,10,Daniel,ignorant,educated,the most educated<br>person in the world,uneducated,not ignorant,person,neg_lexant,lexant,male,the most ignorant<br>person in the world,0.72,explicit,2
729,35651,four_sliders,10,Lee,ignorant,educated,the most educated<br>person in the world,uneducated,not educated,person,neg_positive,lexant,male,the most ignorant<br>person in the world,0.23,explicit,3
729,35651,four_sliders,10,Alexander,ignorant,educated,the most educated<br>person in the world,uneducated,ignorant,person,lexant,lexant,male,the most ignorant<br>person in the world,0.15,explicit,4
729,15244,four_sliders,11,Cameron,sad,happy,the most happy<br>person in the world,unhappy,not sad,person,neg_lexant,lexant,male,the most sad<br>person in the world,0.66,explicit,1
729,15244,four_sliders,11,Alicia,sad,happy,the most happy<br>person in the world,unhappy,sad,person,lexant,lexant,female,the most sad<br>person in the world,0.22,explicit,2
729,15244,four_sliders,11,John,sad,happy,the most happy<br>person in the world,unhappy,not happy,person,neg_positive,lexant,male,the most sad<br>person in the world,0.29,explicit,3
729,15244,four_sliders,11,Emma,sad,happy,the most happy<br>person in the world,unhappy,happy,person,positive,lexant,female,the most sad<br>person in the world,0.89,explicit,4
729,11541,four_sliders,12,Melinda,lazy,ambitious,the most ambitious<br>person in the world,unambitious,ambitious,person,positive,lexant,female,the most lazy<br>person in the world,0.84,explicit,1
729,11541,four_sliders,12,Andrew,lazy,ambitious,the most ambitious<br>person in the world,unambitious,lazy,person,lexant,lexant,male,the most lazy<br>person in the world,0.13,explicit,2
729,11541,four_sliders,12,Charles,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not ambitious,person,neg_positive,lexant,male,the most lazy<br>person in the world,0.2,explicit,3
729,11541,four_sliders,12,Lucas,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not lazy,person,neg_lexant,lexant,male,the most lazy<br>person in the world,0.72,explicit,4
730,32112,four_sliders,1,Amber,sad,happy,the most happy<br>person in the world,unhappy,not happy,person,neg_positive,lexant,female,the most sad<br>person in the world,0.39,explicit,1
730,32112,four_sliders,1,Jennifer,sad,happy,the most happy<br>person in the world,unhappy,sad,person,lexant,lexant,female,the most sad<br>person in the world,0.26,explicit,2
730,32112,four_sliders,1,Nicole,sad,happy,the most happy<br>person in the world,unhappy,not sad,person,neg_lexant,lexant,female,the most sad<br>person in the world,0.74,explicit,3
730,32112,four_sliders,1,Samuel,sad,happy,the most happy<br>person in the world,unhappy,happy,person,positive,lexant,male,the most sad<br>person in the world,0.92,explicit,4
730,16578,four_sliders,2,Kim,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not resourceful,person,neg_positive,lexant,female,the most wasteful<br>person in the world,0.18,explicit,1
730,16578,four_sliders,2,Alicia,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,not wasteful,person,neg_lexant,lexant,female,the most wasteful<br>person in the world,0.82,explicit,2
730,16578,four_sliders,2,David,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,wasteful,person,lexant,lexant,male,the most wasteful<br>person in the world,0.06,explicit,3
730,16578,four_sliders,2,Mia,wasteful,resourceful,the most resourceful<br>person in the world,unresourceful,resourceful,person,positive,lexant,female,the most wasteful<br>person in the world,0.92,explicit,4
730,12557,four_sliders,3,Maya,lazy,ambitious,the most ambitious<br>person in the world,unambitious,ambitious,person,positive,lexant,female,the most lazy<br>person in the world,0.85,explicit,1
730,12557,four_sliders,3,Kathleen,lazy,ambitious,the most ambitious<br>person in the world,unambitious,not lazy,person,neg_lexant,lexant,female,the most lazy<br>person in the world,0.78,explicit,2
730,12557,four_sliders,3,Michael,lazy,ambitious,the most ambitious<br>person in the world,unambitious,lazy,person,lexant,lexant,male,the most lazy<br>person in the world,0.08,explicit,3
