"workerid","time"
0,1.52511666666667
1,1.6194
2,1.6852
3,2.37016666666667
4,2.75603333333333
5,3.21711666666667
6,4.23003333333333
7,1.42053333333333
8,1.61086666666667
9,1.54165
10,1.5981
11,1.59735
12,2.74228333333333
13,4.07831666666667
14,9.12625
15,2.1497
16,1.62353333333333
17,21.7156666666667
18,1.97015
19,1.35688333333333
20,2.8674
21,3.01626666666667
22,2.9731
23,3.31663333333333
24,3.6189
25,1.27225
26,9.46925
27,1.22313333333333
28,1.19421666666667
29,1.49561666666667
30,1.90465
31,1.7721
32,3.6073
33,2.52821666666667
34,3.75033333333333
35,2.39246666666667
