"workerid","time"
0,1.9061
1,2.31618333333333
2,2.90783333333333
3,2.5471
4,6.6989
5,5.94236666666667
6,3.80461666666667
7,3.47876666666667
8,1.91128333333333
9,1.62043333333333
10,1.95551666666667
11,3.06365
12,3.25623333333333
13,3.82843333333333
14,4.2856
15,5.44003333333333
16,3.00935
17,5.13268333333333
18,2.2188
19,4.52731666666667
20,5.63931666666667
21,4.8409
22,13.1394833333333
23,2.54305
24,1.36093333333333
25,8.31106666666667
26,4.46133333333333
27,3.20895
28,4.5375
29,2.78088333333333
30,2.18891666666667
31,3.40406666666667
32,2.69531666666667
33,1.84576666666667
34,7.03316666666667
35,6.43386666666667
36,3.7111
37,4.16875
38,5.4167
39,2.97551666666667
40,3.76891666666667
41,5.75735
42,1.20426666666667
43,7.58298333333333
44,2.0853
45,2.8591
46,4.40268333333333
47,9.19775
48,2.96896666666667
49,5.76916666666667
