"workerid","time"
0,3.33771666666667
1,4.72395
2,3.90903333333333
3,1.8306
4,4.61891666666667
5,2.87306666666667
6,3.4721
7,4.52203333333333
8,4.54146666666667
9,2.74648333333333
10,1.91768333333333
11,3.90118333333333
12,3.01893333333333
13,3.56471666666667
14,7.5078
15,2.95875
16,4.40235
17,6.48568333333333
