Estimate,Std..Error,df,t.value,Pr...t..,Rowname
-2.3296745711582655e-5,0.007384075241243851,58.159493681666625,-0.0031549984189568345,0.9974934767286711,(Intercept)
-0.3870024892548384,0.036475662524843536,271.8877871588754,-10.609882383664763,3.1145376742833925e-22,adj_type1
-1.2350999706513839,0.06200153130557934,456.30494595550414,-19.920475263168875,5.425531596006115e-64,adj_type2
-0.5796231840015548,0.05418233371696287,400.5190198658041,-10.697641541787117,1.1617320781731259e-23,adj_type3
-6.930497668061743e-5,0.01019886896134996,11497.265050787719,-0.006795359068074934,0.9945782475391675,antonym_typemorphant
9.773014791397348e-5,0.010997496481428469,47.46259014395703,0.008886581421418129,0.9929468753952762,conditionimplicit
0.15991323582007963,0.05231610647294327,271.88779061223164,3.0566731089360255,0.0024608606277936027,adj_type1:antonym_typemorphant
0.02226641066112594,0.08892720484676811,456.3049355544383,0.2503891885446478,0.8023990860797179,adj_type2:antonym_typemorphant
-0.14860851924584073,0.07771233045482448,400.5190229618829,-1.9122900880218672,0.056552067367869885,adj_type3:antonym_typemorphant
0.30219433077179525,0.044729408965555745,387.0884559256659,6.756054635206616,5.221392179673366e-11,adj_type1:conditionimplicit
-0.11294022394733766,0.07194667934505149,518.9356760227217,-1.5697767426580436,0.11707657252207003,adj_type2:conditionimplicit
0.21222144441647453,0.06347096110247696,473.45669612236526,3.3435990369490804,8.926001663214619e-4,adj_type3:conditionimplicit
9.064807022147226e-5,0.014452368272970067,11545.150343722225,0.006272194875563008,0.9949956537280604,antonym_typemorphant:conditionimplicit
-0.08676132815127659,0.06369230566865212,382.8187665406145,-1.362194808940297,0.17393735633193644,adj_type1:antonym_typemorphant:conditionimplicit
0.16072355090739718,0.10261944878721453,516.7041102526128,1.5662094545125047,0.11791178243946195,adj_type2:antonym_typemorphant:conditionimplicit
-0.1155387731475575,0.09050257070428905,470.8331441273022,-1.2766352629371438,0.20236033679824755,adj_type3:antonym_typemorphant:conditionimplicit
