key,l95,mean,u95,prob_gt_0,prob_lt_0
b_adj_typeneg_antonym:conditionexplicit,0.5246005208042284,0.7269680151817007,0.9347458242075593,100,0
b_adj_typepositive:conditionexplicit,0.8330392219047861,1.0554551473549025,1.270180000650637,100,0
b_antonym_typelexant,-0.09247340389700277,-0.010727193546703432,0.07134464973722783,39.885,60.114999999999995
b_antonym_typelexant:adj_typeneg_antonym:conditionexplicit,-0.292618339756789,-0.010240144012488945,0.27060656763515145,46.83,53.169999999999995
b_antonym_typelexant:adj_typepositive:conditionexplicit,-0.16031566106203202,0.14617339012658842,0.451987824262768,82.72,17.28
b_antonym_typelexant:conditionexplicit,-0.2517388308428253,-0.08555827986161416,0.08106260345906625,15.684999999999999,84.315
b_conditionexplicit,-0.6387439069655932,-0.5219300019487356,-0.40230757931942224,0,100
b_Intercept,-0.9817155447134175,-0.9221855642436398,-0.862770087709703,0,100
int_multi_single_v_lex_morph_v_negpos_ant,0.013191941753009716,0.16377641904984735,0.3140525951088602,98.36,1.6400000000000001
lex_single_negpos_v_ant,0.031305738182380125,0.10050644175943095,0.17107132111865006,99.75500000000001,0.245
morph_int_multi_single_negpos_v_ant,0.2449633778603347,0.351075602569122,0.45823658154458263,100,0
morph_multi_negpos_v_ant,0.252883308419344,0.3416493532019261,0.43154647607930957,100,0
morph_single_negant_v_ant,1.0789635958534978,1.1842121095646005,1.2894781375654876,100,0
morph_single_negpos_v_ant,-0.07127969220667453,-0.009426249367195935,0.05173775078708028,38.32,61.68
morph_single_pos_v_ant,1.6914147455673332,1.8016555840366,1.9117800598118784,100,0
single_int_lex_morph_negant_v_ant,0.15628991131556558,0.29537333520112363,0.43585349991618183,99.995,0.005
single_int_lex_morph_negpos_v_ant,0.021926742361175203,0.10993269112662689,0.19856438582280195,99.15,0.8500000000000001
single_int_lex_morph_pos_v_ant,-0.11455063157271192,0.03504451277884466,0.18485567216094762,68.00500000000001,31.995
