Estimate,Std..Error,df,t.value,Pr...t..,Rowname
0.46080379555940776,0.002911782327113826,460.7992500208595,158.25489126316626,0,(Intercept)
1.8956998766922654e-4,0.003182210815189604,182.5385645020166,0.059571787879154535,0.95256185635941,adj_type1
0.09139489223773413,0.003962046017428809,329.1319780287749,23.0675998803884,0,adj_type2
0.07982284829152674,0.0022927357643458446,291.01272627681743,34.815546358566756,0,adj_type3
0.0217428090302954,0.004045494092106807,798.9384804504704,5.3745744117431675,1.0080794243805258e-7,antonym_typelexant
0.005462728850548973,0.00574504404981826,506.56961937565825,0.950859349933406,0.3421292171968058,conditionexplicit
0.01068701797530798,0.004157102181504012,1216.5363519041748,2.570785491599701,0.010264862250424667,adj_type1:antonym_typelexant
0.01824191023061989,0.005151817729901445,751.1430564741514,3.5408687160539083,4.233974932279505e-4,adj_type2:antonym_typelexant
-0.0054005718564090295,0.0029698852919509077,788.0164012346586,-1.8184445948285808,0.06937570563139306,adj_type3:antonym_typelexant
0.03155842320939712,0.0051874033201434674,463.6899832243469,6.083664843805574,2.460547321447848e-9,adj_type1:conditionexplicit
0.036818020033687775,0.007846674415052749,630.9309253409364,4.692181437152222,3.3166809232376693e-6,adj_type2:conditionexplicit
0.03212131650898696,0.004418316328490862,602.5696556833101,7.270035488825773,1.120437076451708e-12,adj_type3:conditionexplicit
-0.003976671738102004,0.00805690106429918,508.6918800874656,-0.4935733610684358,0.6218205431604151,antonym_typelexant:conditionexplicit
0.011928651927352284,0.007286148604427775,468.5392024435723,1.6371683553233145,0.10226671748813265,adj_type1:antonym_typelexant:conditionexplicit
-0.008397754134537768,0.010996747693357763,631.8273539918086,-0.7636579804054399,0.4453561467020377,adj_type2:antonym_typelexant:conditionexplicit
0.0018567802916531614,0.00619356208809119,604.0118860011922,0.29979198807473445,0.7644389650065826,adj_type3:antonym_typelexant:conditionexplicit
